Year;Comp name;#;Competitor;Country;Apollon's Wheels;Max Deadlift;Hummer Push;Timber Carry;Medicine Ball Toss;Hammer Lift;Dumbbell Press;Weight Throw;Super Yoke;Manhood Stones;Austrian Oak;Bale Tote;Cyr Dumbbell;Bag Over Bar;Stone to Shoulder;HÃºsafell Stone;Wheel of Pain;Trial by Stone;Max Squat;Max Log Lift;Steintossen;Deadlift;Farmer's Walk;Keg Toss;Atlas Stones;Front Hold;Loading Race;Medley;Car Walk;Log Lift;Frame Carry;Bus Pull;Max Axle Press;Flip & Drag;Hercules Hold;Rock Press;Nicol Stones;Shield Carry;Deadlift Ladder;Carry & Drag;Power Stairs;Dumbbell Medley;Cyr Dumbbell Ladder;Inver Stones;Sled Pull;Rogue-a-Coaster;The Duel;Arm Over Arm Pull;McGlashen Stones;Car Flip;Crucifix Hold;Tug of War;Truck Pull;Plane Pull;Viking Press;Deadlift Hold;Fingal's Fingers;Carry & Flip;Squat Lift;Vertical Lift;Conan's Wheel;Overhead Medley;Train Pull;Fridge Carry;Safe Lift;Ding Carry;Axle Press;Natural Stones;Circus Barbell;Kettlebell Toss;Tire Flip;Overhead Press;Giant's Medley;Log Ladder;Titan's Turntable;Flintstone Barbell;Max Dumbbell;Africa Stone;Basque Circle;Car Pull;Log Medley;Giant Farmer's Walk;Wrestling;Block Press;Norse Hammers;Load & Drag;Bullion Toss;Last Man Standing;Elephant Carry;Load & Carry;Circle of Strength;Loading Medley;Pickaxe Hold;Stone Off;Train Push;Wrecking Ball Hold;Deadlift Machine
2010;Arnold Strongman Classic;5;B. Shaw;USA;0 reps (188 kg) + 1 clean;464 kg;;11.18 m;;;6 reps;;;3 reps, 242 kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;Arnold Strongman Classic;6;D. Ostlund;USA;0 reps (188 kg) + 1 clean;422 kg;;19.51 s;;;4 reps;;;4 reps, 205 kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;Arnold Strongman Classic;7;P. Pfister;USA;0 reps (188 kg) + 2 cleans;394 kg;;20.43 s;;;2 reps;;;4 reps, 205 kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;Arnold Strongman Classic;8;K. Ilin;UKR;0 reps (188 kg) + 1 clean;429 kg;;5.03 m;;;3 reps;;;1 rep, 205 kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;Arnold Strongman Classic;9;N. Best;USA;0 reps (168 kg) + 2 cleans;432 kg;;2.64 m;;;0 reps;;;2 reps, 205 kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;Arnold Strongman Classic;10;B. Siders;USA;1 rep (178 kg) + 1 clean;424 kg;;0.91 m;;;0 reps;;;0 reps, 205 kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011;Arnold Strongman Classic;1;B. Shaw;USA;3 reps, 188 kg + 0 cleans;499 kg;;10.18 s;;;6 reps;;;4 reps, 243 kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011;Arnold Strongman Classic;2;M. Jenkins;USA;1 rep, 188 kg + 1 cleans;423 kg;;10.60 s;;;8 reps;;;2 reps, 243 kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011;Arnold Strongman Classic;3;Å½. Savickas;LTU;5 reps, 188 kg + 0 cleans;499 kg;;11.85 s;;;3 reps;;;1 rep, 243 kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011;Arnold Strongman Classic;4;T. Ortmayer;USA;1 rep, 178 kg + 1 cleans;428 kg;;11.26 s;;;4 reps;;;1 rep, 243 kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011;Arnold Strongman Classic;5;M. Koklyaev;RUS;4 reps, 188 kg + 0 cleans;438 kg;;12.77 s;;;2 reps;;;4 reps, 205 kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011;Arnold Strongman Classic;6;M. Felix;GBR;0 reps, 178 kg + 0 cleans;481 kg;;12.81 s;;;0 reps;;;1 rep, 243 kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011;Arnold Strongman Classic;7;N. Best;USA;0 reps, 178 kg + 1 clean;418 kg;;11.60 s;;;0 reps;;;4 reps, 205 kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011;Arnold Strongman Classic;8;T. Hollands;GBR;0 reps, 178 kg + 2 cleans;423 kg;;14.01 s;;;0 reps;;;2 reps, 205 kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011;Arnold Strongman Classic;9;S. Romanchuk;UKR;0 reps, 178 kg + 1 clean;406 kg;;2.95 m;;;0 reps;;;1 rep, 243 kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;Arnold Strongman Classic;1;M. Jenkins;USA;2 reps, 208 kg;421 kg;;7.42 s;;;7 reps;;;;2 reps, 200 kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;Arnold Strongman Classic;2;D. Poundstone;USA;2 reps, 208 kg;481 kg;;7.56 s;;;4 reps;;;;6 reps, 170 kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;Arnold Strongman Classic;3;Å½. Savickas;LTU;4 reps, 208 kg;506 kg;;8.69 m;;;1 rep;;;;1 rep, 200 kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;Arnold Strongman Classic;4;B. Shaw;USA;1 rep, 208 kg;486 kg;;14.06 s;;;5 reps;;;;7 reps, 170 kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;Arnold Strongman Classic;5;M. Burke;USA;3 reps, 208 kg;411 kg;;16.25 s;;;3 reps;;;;3 reps, 170 kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;Arnold Strongman Classic;6;M. Koklyaev;RUS;2 reps, 208 kg;451 kg;;5.26 m;;;3 reps;;;;5 reps, 170 kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;Arnold Strongman Classic;7;L. Shahlaei;GBR;1 rep, 208 kg;451 kg;;7.91 s;;;0 reps;;;;2 reps, 170 kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;Arnold Strongman Classic;8;T. Hollands;GBR;1 rep, 208 kg;456 kg;;7.65 m;;;1 rep;;;;0 reps, 170 kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;Arnold Strongman Classic;9;T. Ortmayer;USA;3 reps, 178 kg;431 kg;;9.38 s;;;0 reps;;;;0 reps, 170 kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;Arnold Strongman Classic;10;H. BjÃ¶rnsson;ISL;4 reps, 178 kg;406 kg;;6.96 m;;;2 reps;;;;2 reps, 170 kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;Arnold Strongman Classic;1;V. Lalas;LTU;;507 kg;;;;;5 reps;;;1 rep, 244 kg;1 rep, 202 kg + 2 cleans;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;Arnold Strongman Classic;2;B. Shaw;USA;;509 kg;;;;;3 reps;;;3 reps, 244 kg;5 reps, 171.5 kg + 1 clean;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;Arnold Strongman Classic;3;M. Koklyaev;RUS;;441 kg;;;;;3 reps;;;1 rep, 244 kg;1 rep, 202 kg + 2 cleans;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;Arnold Strongman Classic;4;K. Radzikowski;POL;;466 kg;;;;;2 reps;;;3 reps, 205 kg;2 reps, 202 kg + 1 clean;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;Arnold Strongman Classic;5;M. Burke;USA;;426 kg;;;;;3 reps;;;5 reps, 205 kg;2 reps, 171.5 kg + 2 cleans;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;Arnold Strongman Classic;6;M. Felix;GBR;;509 kg;;;;;0 reps;;;4 reps, 205 kg;0 reps, 171.5 kg + 5 cleans;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;Arnold Strongman Classic;7;J. Pritchett;USA;;482 kg;;;;;0 reps;;;4 reps, 205 kg;2 reps, 171.5 kg + 2 cleans;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;Arnold Strongman Classic;8;H. BjÃ¶rnsson;ISL;;436 kg;;;;;1 rep;;;3 reps, 205 kg;3 reps, 171.5 kg + 0 cleans;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;Arnold Strongman Classic;9;D. Poundstone;USA;;Did not attempt;;;;;0 reps;;;No lift;4 reps, 171.5 kg + 2 cleans;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;Arnold Strongman Classic;10;A. Scherr;USA;;Withdrew;;;;;Withdrew;;;Withdrew;0 reps, 171.5 kg + 2 cleans;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;Arnold Strongman Classic;1;Å½. Savickas;LTU;;524 kg;;8.43 m;;;;;;;4 reps, 200 kg;3.87 s (640 kg);4 reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;Arnold Strongman Classic;2;B. Shaw;USA;;512 kg;;18.72 s;;;;;;;2 reps, 200 kg;5.79 s (640 kg);4 reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;Arnold Strongman Classic;3;M. Burke;USA;;416 kg;;10.74 s;;;;;;;1 rep, 200 kg;7.50 s (640 kg);4 reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;Arnold Strongman Classic;4;V. Lalas;LTU;;482 kg;;6.4 m;;;;;;;2 reps, 200 kg;11.57 s (640 kg);3 reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;Arnold Strongman Classic;5;H. BjÃ¶rnsson;ISL;;451 kg;;5.77 m;;;;;;;3 reps, 170 kg;10.53 s (640 kg);4 reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;Arnold Strongman Classic;6;J. Pritchett;USA;;482 kg;;8.85 s;;;;;;;4 reps, 170 kg;0.2 m (557 kg);0 reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;Arnold Strongman Classic;7;M. Shivlyakov;RUS;;441 kg;;8.86 m;;;;;;;4 reps, 170 kg;20.95 s (640 kg);0 reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;Arnold Strongman Classic;8;R. Oberst;USA;;381 kg;;3.58 m;;;;;;;2 reps, 200 kg;2.41 m (640 kg);0 reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;Arnold Strongman Classic;9;D. Savatinov;BUL;;411 kg;;3.2 m;;;;;;;4 reps, 170 kg;2.26 m (557 kg);3 reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;Arnold Strongman Classic;10;K. Radzikowski;POL;;Withdrew;;Withdrew;;;;;;;1 rep, 200 kg;Withdrew;Withdrew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;Arnold Strongman Classic;1;B. Shaw;USA;;507 kg;;16.06 s;;;;;;;5 reps, 175 kg;27.57 s (680 kg);6 reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;Arnold Strongman Classic;2;Å½. Savickas;LTU;;482 kg;;13.18 s;;;;;;;4 reps, 205 kg;29.25 s (680 kg);4 reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;Arnold Strongman Classic;3;M. Kieliszkowski;POL;;376 kg;;20.62 s;;;;;;;6 reps, 175 kg;4.8 m (680 kg);2 reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;Arnold Strongman Classic;4;M. Burke;USA;;391 kg;;19.74 s;;;;;;;5 reps, 175 kg;2.18 m (680 kg);5 reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;Arnold Strongman Classic;4;D. Savatinov;BUL;;411 kg;;1.73 m;;;;;;;6 reps, 175 kg;4.09 m (590 kg);6 reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;Arnold Strongman Classic;6;E. Hall;GBR;;504 kg;;6.91 m;;;;;;;5 reps, 175 kg;2.67 m (680 kg);1 rep;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;Arnold Strongman Classic;7;H. BjÃ¶rnsson;ISL;;No lift;;10.15 s;;;;;;;4 reps, 175 kg;4.78 m (680 kg);2 reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;Arnold Strongman Classic;8;J. Pritchett;USA;;482 kg;;12.12 s;;;;;;;4 reps, 175 kg;2.24 m (590 kg);0 reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;Arnold Strongman Classic;9;B. MagnÃºsson;ISL;;Withdrew;;4.52 m;;;;;;;2 reps, 175 kg;Withdrew;Withdrew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;Arnold Strongman Classic;10;W. Brant;AUS;;325 kg;;Did not attempt;;;;;;;0 reps, 175 kg;Withdrew;Withdrew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;Arnold Strongman Classic;1;Å½. Savickas;LTU;;404 kg;;13.00 s;;;;;;;4 reps, 205 kg;16.50 s (700 kg);1 rep, 136 kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;Arnold Strongman Classic;2;B. Shaw;USA;;463 kg;;18.62 s;;;;;;;5 reps, 175 kg;8.90 s (700 kg);3 reps, 136 kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;Arnold Strongman Classic;3;V. Lalas;LTU;;415 kg;;14.27 s;;;;;;;1 rep, 205 kg;24.22 s (700 kg);5 reps, 124 kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;Arnold Strongman Classic;4;M. Kieliszkowski;POL;;361 kg;;16.16 s;;;;;;;6 reps, 175 kg;17.72 s (700 kg);2 reps, 136 kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;Arnold Strongman Classic;5;H. BjÃ¶rnsson;ISL;;443 kg;;14.31 s;;;;;;;4 reps, 175 kg;19.84 s (700 kg);4 reps, 124 kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;Arnold Strongman Classic;6;J. Pritchett;USA;;456 kg;;8.76 m;;;;;;;3 reps, 175 kg;21.94 s (700 kg);No lift;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;Arnold Strongman Classic;7;M. Shivlyakov;RUS;;401 kg;;4.45 m;;;;;;;6 reps, 175 kg;3.91 m (700 kg);1 rep, 124 kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;Arnold Strongman Classic;8;D. Savatinov;BUL;;363 kg;;1.09 m;;;;;;;3 reps, 175 kg;2.01 m (700 kg);4 reps, 124 kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;Arnold Strongman Classic;9;E. Hall;GBR;;465 kg;;Withdrew;;;;;;;No lift;Withdrew;Withdrew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;Arnold Strongman Classic;10;A. Lysenko;RUS;;320 kg;;-;;;;;;;3 reps, 175 kg;1.37 m (590 kg);No lift;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;Arnold Strongman Classic;1;B. Shaw;USA;;449 kg;;22.48 s;;;;;;;2 reps, 195 kg;14.87 s (710 kg);;39 kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;Arnold Strongman Classic;2;H. BjÃ¶rnsson;ISL;;438 kg;;10.57 m;;;;;;;3 reps, 195 kg;28.65 s (710 kg);;41 kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;Arnold Strongman Classic;3;J. Pritchett;USA;;447 kg;;11.13 m;;;;;;;2 reps, 195 kg;22.56 s (710 kg);;27 kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;Arnold Strongman Classic;4;M. Kieliszkowski;POL;;367 kg;;22.82 s;;;;;;;1 rep, 175 kg;21.47 s (710 kg);;32 kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;Arnold Strongman Classic;5;M. Shivlyakov;RUS;;406 kg;;5.13 m;;;;;;;1 rep, 195 kg;28.65 s (710 kg);;36 kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;Arnold Strongman Classic;6;V. Lalas;LTU;;420 kg;;10.24 m;;;;;;;2 reps, 175 kg;2.11 m (710 kg);;23 kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;Arnold Strongman Classic;7;D. Savatinov;BUL;;400 kg;;5.82 m;;;;;;;1 rep, 195 kg;3.33 m (710 kg);;23 kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;Arnold Strongman Classic;8;M. Licis;USA;;410 kg;;7.42 m;;;;;;;No lift;3.78 m (710 kg);;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;Arnold Strongman Classic;9;Z. Hadge;USA;;370 kg;;1.55 m;;;;;;;No lift;0.36 m (590 kg);;23 kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;Arnold Strongman Classic;10;K. Radzikowski;POL;;Withdrew;;-;;;;;;;Withdrew;18.51 s (590 kg);;Withdrew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;Arnold Strongman Classic;1;H. BjÃ¶rnsson;ISL;4 reps + 0 cleans;472 kg;;11.80 s;;;;;;;;;;43 kg;1 rep (6 points);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;Arnold Strongman Classic;2;B. Shaw;USA;3 reps + 1 clean;460 kg;;10.03 s;;;;;;;;;;41 kg;0 reps (4 points);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;Arnold Strongman Classic;3;M. Shivlyakov;RUS;(No lift);426 kg;;7.44 m;;;;;;;;;;36 kg;1 rep (9 points);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;Arnold Strongman Classic;4;M. Kieliszkowski;POL;0 reps + 2 cleans;370 kg;;10.11 m;;;;;;;;;;32 kg;4 reps (20 points);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;Arnold Strongman Classic;5;J. Caron;CAN;0 reps + 1 clean;463 kg;;5.74 m;;;;;;;;;;34 kg;0 reps (3 points);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;Arnold Strongman Classic;6;M. BelÅ¡ak;SLO;1 rep + 1 clean;401 kg;;4.14 m;;;;;;;;;;32 kg;0 reps (4 points);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;Arnold Strongman Classic;6;J. Pritchett;USA;0 reps + 1 clean;444 kg;;9.58 s;;;;;;;;;;27 kg;0 reps (1 point);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
